text,reading,english,level,length,kanji_ratio
中国語が分かりますか。,ちゅうごくごがわかりますか。,Do you understand Chinese?,N5,11,0.36
いいえ、全く分かりません。,いいえ、まったくわかりません。,"No, I have no idea.",N5,13,0.15
お金が少しあります。,おかねがすこしあります。,I have a little money.,N5,10,0.2
時間が全然ありません。,じかんがぜんぜんありません。,There's no time at all.,N5,11,0.36
どこに住んでいますか。,どこにすんでいますか。,Where do you live?,N5,11,0.09
大阪に住んでいます。,おおさかにすんでいます。,I live in Osaka.,N5,10,0.3
部屋にだれもいませんでした。,へやにだれもいませんでした。,There was no one in the room.,N5,14,0.14
冷蔵庫に何もありませんでした。,れいぞうこになんもありませんでした。,There was nothing in the refrigerator.,N5,15,0.27
辞書はあそこにあります。,じしょはあそこにあります。,The dictionary is over there.,N5,12,0.17
先生はあちらにいらっしゃいます。,せんせいはあちらにいらっしゃいます。,The teacher is over there.,N5,16,0.12
ちょっと寒いですね。,ちょっとさむいですね。,"It's a little cold, isn't it?",N5,10,0.1
少し疲れましたね。,すこしつかれましたね。,"You're a little tired, aren't you?",N5,9,0.22
また明日会いましょう。,またあすあいましょう。,I'll see you tomorrow.,N5,11,0.27
どうぞこちらへ座ってください。,どうぞこちらへすわってください。,Please sit here.,N5,15,0.07
すみません、道が分かりません。,すみません、みちがわかりません。,"I'm sorry, I don't know the way.",N5,15,0.13
これを二つください。,これをふたつください。,"Two of these, please.",N5,10,0.1
その靴は五千円です。,そのくつはごせんえんです。,"Those shoes are 5,000 yen.",N5,10,0.4
一万円札、ありますか。,いちまんえんさつ、ありますか。,"Do you have 10,000 yen bills?",N5,11,0.36
いらっしゃいませ。,いらっしゃいませ。,Welcome.,N5,9,0.0
お邪魔しました。,おじゃましました。,I'm sorry to bother you.,N5,8,0.25
おやすみなさいませ。,おやすみなさいませ。,Good night.,N5,10,0.0
いただきます。,いただきます。,Thank you.,N5,7,0.0
ごちそうさまでした。,ごちそうさまでした。,Thank you for the meal.,N5,10,0.0
行ってまいります。,いってまいります。,I'm going to go.,N5,9,0.11
行ってらっしゃい。,いってらっしゃい。,See you later.,N5,9,0.11
ただいま戻りました。,ただいまもどりました。,I'm back.,N5,10,0.1
お帰りなさい。,おかえりなさい。,Welcome back.,N5,7,0.14
お元気でいらっしゃいますか。,おげんきでいらっしゃいますか。,How are you?,N5,14,0.14
はい、おかげさまで。,はい、おかげさまで。,"Yes, thank you.",N5,10,0.0
ありがとうございます。,ありがとうございます。,Thank you.,N5,11,0.0
どういたしまして。,どういたしまして。,You're welcome.,N5,9,0.0
この薬はとても苦いです。,このくすりはとてもにがいです。,This medicine is very bitter.,N5,12,0.17
外はとても強い風ですね。,そとはとてもつよいかぜですね。,"It's a very strong wind outside, isn't it?",N5,12,0.25
青い海がきれいです。,あおいうみがきれいです。,The blue sea is beautiful.,N5,10,0.2
白い猫が寝ています。,しろいねこがねています。,A white cat is sleeping.,N5,10,0.3
黒い車が止まっています。,くろいくるまがとまっています。,The black car is stopping.,N5,12,0.25
赤い服を着た女の子です。,あかいふくをきたおんなのこです。,A girl in red.,N5,12,0.42
昨日、何を買いましたか。,きのう、なんをかいましたか。,What did you buy yesterday?,N5,12,0.33
ノートを二冊買いました。,のーとをにさつかいました。,I bought two notebooks.,N5,12,0.25
鉛筆を六本ください。,えんぴつをろくぽんください。,Please give me six pencils.,N5,10,0.4
切手を三枚持っています。,きってをさんまいもっています。,I have three stamps.,N5,12,0.42
ハガキを五枚買いました。,はがきをごまいかいました。,I bought five postcards.,N5,12,0.25
昨日はいい天気でしたか。,きのうはいいてんきでしたか。,Was it nice weather yesterday?,N5,12,0.33
いいえ、いい天気ではありませんでした。,いいえ、いいてんきではありませんでした。,"No, it wasn't a nice day.",N5,19,0.11
週末、何をしましたか。,しゅうまつ、なんをしましたか。,What did you do on the weekend?,N5,11,0.27
家で本を読みました。,いえでほんをよみました。,I read a book at home.,N5,10,0.3
来週、どこかへ行きますか。,らいしゅう、どこかへいきますか。,Will you go somewhere next week?,N5,13,0.23
いいえ、どこへも行きません。,いいえ、どこへもいきません。,"No, I'm not going anywhere.",N5,14,0.07
お酒をよく飲みますか。,おさけをよくのみますか。,Do you drink a lot?,N5,11,0.18
毎日、お風呂に入ります。,まいにち、おふろにはいります。,I take a bath every day.,N5,12,0.42
朝、シャワーを浴びます。,あさ、しゃわーをあびます。,I'm taking a shower in the morning.,N5,12,0.17
歯をきれいに磨きます。,はをきれいにみがきます。,I'll brush my teeth clean.,N5,11,0.18
石鹸で顔を洗います。,せっけんでかおをあらいます。,I wash my face with soap.,N5,10,0.4
食べた後で、運動します。,たべたあとで、うんどうします。,"After eating, I exercise.",N5,12,0.33
仕事が終わってから、飲みます。,しごとがおわってから、のみます。,I'll have a drink after work.,N5,15,0.27
早く来てくださいね。,はやくきてくださいね。,Please come quickly.,N5,10,0.2
ここに住所を書いてください。,ここにじゅうしょをかいてください。,Please write down your address here.,N5,14,0.21
地図を持ってきましたか。,ちずをもってきましたか。,Did you bring a map?,N5,12,0.25
鞄を持ってあげましょうか。,かばんをもってあげましょうか。,Shall I take your bag?,N5,13,0.15
ドアを開けましょうか。,どあをあけましょうか。,Shall I open the door?,N5,11,0.09
電気を消してもいいですか。,でんきをけしてもいいですか。,May I turn off the light?,N5,13,0.23
テレビがついていますよ。,てれびがついていますよ。,The TV is on.,N5,12,0.0
窓が閉まっています。,まどがしまっています。,The window is closed.,N5,10,0.2
銀行の前にバスが止まります。,ぎんこうのまえにばすがとまります。,The bus stops in front of the bank.,N5,14,0.29
昨夜、十時に寝ました。,さくや、じゅうじにねました。,I went to bed at ten last night.,N5,11,0.45
今朝、何時に起きましたか。,けさ、なんじにおきましたか。,What time did you get up this morning?,N5,13,0.38
六時半に起きました。,ろくじはんにおきました。,I got up at 6:30.,N5,10,0.4
昨日、何時に寝ましたか。,きのう、なんじにねましたか。,What time did you go to bed yesterday?,N5,12,0.42
十一時ごろ寝ました。,じゅういちじごろねました。,I went to bed about ten.,N5,10,0.4
誕生日はいつですか。,たんじょうひはいつですか。,When's your birthday?,N5,10,0.3
七月二十日です。,なながつはつかです。,It's July 20th.,N5,8,0.62
明日はお暇ですか。,あすはおひまですか。,Are you free tomorrow?,N5,9,0.33
いいえ、忙しいです。,いいえ、いそがしいです。,"No, I'm busy.",N5,10,0.1
今日はいい天気ですね。,きょうはいいてんきですね。,"It's a nice day today, isn't it?",N5,11,0.36
外はとても静かです。,そとはとてもしずかです。,It's very quiet outside.,N5,10,0.2
そのカメラは安いですね。,そのかめらはやすいですね。,"That camera is cheap, isn't it?",N5,12,0.08
あの建物は低いです。,あのたてものはひくいです。,That building is low.,N5,10,0.3
この机はとても重いです。,このつくえはとてもおもいです。,This desk is very heavy.,N5,12,0.17
この紙はとても軽いです。,このかみはとてもかるいです。,This paper is very light.,N5,12,0.17
家に車が二台あります。,いえにくるまがにだいあります。,There are two cars at home.,N5,11,0.36
わたしは毎朝牛乳を飲みます。,わたしはまいあさぎゅうにゅうをのみます。,I drink milk every morning.,N5,14,0.36
今日はあまり寒くないです。,きょうはあまりさむくないです。,It's not very cold today.,N5,13,0.23
